Bootstrap,Threshold,PQ,PC,F1,F1*,Fractions,Brand,Webshop1&Webshop2,b,r,Similarity_threshold,Clusters,Duplicate_pair
Average,Optimal,0.4512820512820513,0.7833333333333333,0.564930508088403,0.035258622426899554,0.043333333333333335,RCA,bestbuy.com&newegg.com,97,6,0.6,1,139
0,1.0,0.4166666666666667,0.7142857142857143,0.5263157894736842,0.035938186319530406,0.04743083003952569,RCA,bestbuy.com&newegg.com,97,6,0.8,3,77
1,0.75,0.4666666666666667,0.875,0.608695652173913,0.051842099076011554,0.05928853754940711,RCA,bestbuy.com&newegg.com,97,6,0.8,3,77
2,0.75,0.5454545454545454,1.0,0.7058823529411764,0.04477611940298507,0.043478260869565216,RCA,bestbuy.com&newegg.com,97,6,0.8,3,77
3,0.75,0.375,1.0,0.5454545454545454,0.04946753692889041,0.06324110671936758,RCA,bestbuy.com&newegg.com,97,6,0.8,3,77
4,0.75,0.46153846153846156,0.8571428571428571,0.6,0.044510667977047204,0.05138339920948617,RCA,bestbuy.com&newegg.com,97,6,0.8,3,77
Average,Optimal,0.4530652680652681,0.8892857142857142,0.5972696680086638,0.04530692194089293,0.05296442687747035,RCA,bestbuy.com&newegg.com,97,6,0.8,3,77
0,1.0,0.3333333333333333,0.8333333333333334,0.47619047619047616,0.03424657534246575,0.05,RCA,bestbuy.com&newegg.com,194,3,0.4,1,209
1,0.75,0.5,0.75,0.6,0.03488372093023256,0.04,RCA,bestbuy.com&newegg.com,194,3,0.4,1,209
2,0.75,0.46153846153846156,0.6666666666666666,0.5454545454545455,0.03414313854235062,0.043333333333333335,RCA,bestbuy.com&newegg.com,194,3,0.4,1,209
3,0.75,0.46153846153846156,1.0,0.631578947368421,0.03987050604873061,0.043333333333333335,RCA,bestbuy.com&newegg.com,194,3,0.4,1,209
4,0.75,0.5,0.6666666666666666,0.5714285714285715,0.03314917127071823,0.04,RCA,bestbuy.com&newegg.com,194,3,0.4,1,209
Average,Optimal,0.4512820512820513,0.7833333333333333,0.564930508088403,0.035258622426899554,0.043333333333333335,RCA,bestbuy.com&newegg.com,194,3,0.4,1,209
0,1.0,0.3333333333333333,0.8333333333333334,0.47619047619047616,0.03424657534246575,0.05,RCA,bestbuy.com&newegg.com,194,3,0.6,1,139
1,0.75,0.5,0.75,0.6,0.03488372093023256,0.04,RCA,bestbuy.com&newegg.com,194,3,0.6,1,139
2,0.75,0.46153846153846156,0.6666666666666666,0.5454545454545455,0.03414313854235062,0.043333333333333335,RCA,bestbuy.com&newegg.com,194,3,0.6,1,139
3,0.75,0.46153846153846156,1.0,0.631578947368421,0.03987050604873061,0.043333333333333335,RCA,bestbuy.com&newegg.com,194,3,0.6,1,139
4,0.75,0.5,0.6666666666666666,0.5714285714285715,0.03314917127071823,0.04,RCA,bestbuy.com&newegg.com,194,3,0.6,1,139
Average,Optimal,0.4512820512820513,0.7833333333333333,0.564930508088403,0.035258622426899554,0.043333333333333335,RCA,bestbuy.com&newegg.com,194,3,0.6,1,139
0,1.0,0.4166666666666667,0.7142857142857143,0.5263157894736842,0.035938186319530406,0.04743083003952569,RCA,bestbuy.com&newegg.com,194,3,0.8,3,77
1,0.75,0.4666666666666667,0.875,0.608695652173913,0.051842099076011554,0.05928853754940711,RCA,bestbuy.com&newegg.com,194,3,0.8,3,77
2,0.75,0.5454545454545454,1.0,0.7058823529411764,0.04477611940298507,0.043478260869565216,RCA,bestbuy.com&newegg.com,194,3,0.8,3,77
3,0.75,0.375,1.0,0.5454545454545454,0.04946753692889041,0.06324110671936758,RCA,bestbuy.com&newegg.com,194,3,0.8,3,77
4,0.75,0.46153846153846156,0.8571428571428571,0.6,0.044510667977047204,0.05138339920948617,RCA,bestbuy.com&newegg.com,194,3,0.8,3,77
Average,Optimal,0.4530652680652681,0.8892857142857142,0.5972696680086638,0.04530692194089293,0.05296442687747035,RCA,bestbuy.com&newegg.com,194,3,0.8,3,77
0,1.0,0.3333333333333333,0.8333333333333334,0.47619047619047616,0.03424657534246575,0.05,RCA,bestbuy.com&newegg.com,582,1,0.4,1,209
1,0.75,0.5,0.75,0.6,0.03488372093023256,0.04,RCA,bestbuy.com&newegg.com,582,1,0.4,1,209
2,0.75,0.46153846153846156,0.6666666666666666,0.5454545454545455,0.03414313854235062,0.043333333333333335,RCA,bestbuy.com&newegg.com,582,1,0.4,1,209
3,0.75,0.46153846153846156,1.0,0.631578947368421,0.03987050604873061,0.043333333333333335,RCA,bestbuy.com&newegg.com,582,1,0.4,1,209
4,0.75,0.5,0.6666666666666666,0.5714285714285715,0.03314917127071823,0.04,RCA,bestbuy.com&newegg.com,582,1,0.4,1,209
Average,Optimal,0.4512820512820513,0.7833333333333333,0.564930508088403,0.035258622426899554,0.043333333333333335,RCA,bestbuy.com&newegg.com,582,1,0.4,1,209
0,1.0,0.3333333333333333,0.8333333333333334,0.47619047619047616,0.03424657534246575,0.05,RCA,bestbuy.com&newegg.com,582,1,0.6,1,139
1,0.75,0.5,0.75,0.6,0.03488372093023256,0.04,RCA,bestbuy.com&newegg.com,582,1,0.6,1,139
2,0.75,0.46153846153846156,0.6666666666666666,0.5454545454545455,0.03414313854235062,0.043333333333333335,RCA,bestbuy.com&newegg.com,582,1,0.6,1,139
3,0.75,0.46153846153846156,1.0,0.631578947368421,0.03987050604873061,0.043333333333333335,RCA,bestbuy.com&newegg.com,582,1,0.6,1,139
4,0.75,0.5,0.6666666666666666,0.5714285714285715,0.03314917127071823,0.04,RCA,bestbuy.com&newegg.com,582,1,0.6,1,139
Average,Optimal,0.4512820512820513,0.7833333333333333,0.564930508088403,0.035258622426899554,0.043333333333333335,RCA,bestbuy.com&newegg.com,582,1,0.6,1,139
0,1.0,0.4166666666666667,0.7142857142857143,0.5263157894736842,0.035938186319530406,0.04743083003952569,RCA,bestbuy.com&newegg.com,582,1,0.8,3,77
1,0.75,0.4666666666666667,0.875,0.608695652173913,0.051842099076011554,0.05928853754940711,RCA,bestbuy.com&newegg.com,582,1,0.8,3,77
2,0.75,0.5454545454545454,1.0,0.7058823529411764,0.04477611940298507,0.043478260869565216,RCA,bestbuy.com&newegg.com,582,1,0.8,3,77
3,0.75,0.375,1.0,0.5454545454545454,0.04946753692889041,0.06324110671936758,RCA,bestbuy.com&newegg.com,582,1,0.8,3,77
4,0.75,0.46153846153846156,0.8571428571428571,0.6,0.044510667977047204,0.05138339920948617,RCA,bestbuy.com&newegg.com,582,1,0.8,3,77
Average,Optimal,0.4530652680652681,0.8892857142857142,0.5972696680086638,0.04530692194089293,0.05296442687747035,RCA,bestbuy.com&newegg.com,582,1,0.8,3,77
0,0.75,1.0,1.0,1.0,1.0,1.0,Sony,bestbuy.com&newegg.com,1,582,0.4,1,1
1,1.5,1.0,1.0,1.0,1.0,1.0,Sony,bestbuy.com&newegg.com,1,582,0.4,1,1
2,0.75,0.0,0.0,0.0,0.0,1.0,Sony,bestbuy.com&newegg.com,1,582,0.4,1,1
3,0.75,0.0,0.0,0.0,0.0,1.0,Sony,bestbuy.com&newegg.com,1,582,0.4,1,1
4,0.75,1.0,1.0,1.0,1.0,1.0,Sony,bestbuy.com&newegg.com,1,582,0.4,1,1
Average,Optimal,0.6,0.6,0.6,0.6,1.0,Sony,bestbuy.com&newegg.com,1,582,0.4,1,1
0,0.75,1.0,1.0,1.0,1.0,1.0,Sony,bestbuy.com&newegg.com,1,582,0.6,1,1
1,1.5,1.0,1.0,1.0,1.0,1.0,Sony,bestbuy.com&newegg.com,1,582,0.6,1,1
2,0.75,0.0,0.0,0.0,0.0,1.0,Sony,bestbuy.com&newegg.com,1,582,0.6,1,1
3,0.75,0.0,0.0,0.0,0.0,1.0,Sony,bestbuy.com&newegg.com,1,582,0.6,1,1
4,0.75,1.0,1.0,1.0,1.0,1.0,Sony,bestbuy.com&newegg.com,1,582,0.6,1,1
Average,Optimal,0.6,0.6,0.6,0.6,1.0,Sony,bestbuy.com&newegg.com,1,582,0.6,1,1
0,0.75,1.0,1.0,1.0,1.0,1.0,Sony,bestbuy.com&newegg.com,1,582,0.8,1,1
1,1.5,1.0,1.0,1.0,1.0,1.0,Sony,bestbuy.com&newegg.com,1,582,0.8,1,1
2,0.75,0.0,0.0,0.0,0.0,1.0,Sony,bestbuy.com&newegg.com,1,582,0.8,1,1
3,0.75,0.0,0.0,0.0,0.0,1.0,Sony,bestbuy.com&newegg.com,1,582,0.8,1,1
4,0.75,1.0,1.0,1.0,1.0,1.0,Sony,bestbuy.com&newegg.com,1,582,0.8,1,1
Average,Optimal,0.6,0.6,0.6,0.6,1.0,Sony,bestbuy.com&newegg.com,1,582,0.8,1,1
0,1.5,0.5,1.0,0.6666666666666666,0.22641509433962267,0.26666666666666666,Sony,bestbuy.com&newegg.com,6,97,0.4,2,5
1,1.0,0.6666666666666666,1.0,0.8,0.21428571428571433,0.2,Sony,bestbuy.com&newegg.com,6,97,0.4,2,5
2,0.75,0.6666666666666666,1.0,0.8,0.21428571428571433,0.2,Sony,bestbuy.com&newegg.com,6,97,0.4,2,5
3,0.75,1.0,1.0,1.0,0.27272727272727276,0.2,Sony,bestbuy.com&newegg.com,6,97,0.4,2,5
4,0.75,1.0,1.0,1.0,0.1875,0.13333333333333333,Sony,bestbuy.com&newegg.com,6,97,0.4,2,5
Average,Optimal,0.7666666666666666,1.0,0.8533333333333333,0.22304275912766483,0.2,Sony,bestbuy.com&newegg.com,6,97,0.4,2,5
0,1.5,0.5,1.0,0.6666666666666666,0.22641509433962267,0.26666666666666666,Sony,bestbuy.com&newegg.com,6,97,0.6,2,5
1,1.0,0.6666666666666666,1.0,0.8,0.21428571428571433,0.2,Sony,bestbuy.com&newegg.com,6,97,0.6,2,5
2,0.75,0.6666666666666666,1.0,0.8,0.21428571428571433,0.2,Sony,bestbuy.com&newegg.com,6,97,0.6,2,5
3,0.75,1.0,1.0,1.0,0.27272727272727276,0.2,Sony,bestbuy.com&newegg.com,6,97,0.6,2,5
4,0.75,1.0,1.0,1.0,0.1875,0.13333333333333333,Sony,bestbuy.com&newegg.com,6,97,0.6,2,5
Average,Optimal,0.7666666666666666,1.0,0.8533333333333333,0.22304275912766483,0.2,Sony,bestbuy.com&newegg.com,6,97,0.6,2,5
0,1.5,0.5,1.0,0.6666666666666666,0.22641509433962267,0.26666666666666666,Sony,bestbuy.com&newegg.com,6,97,0.8,2,5
1,1.0,0.6666666666666666,1.0,0.8,0.21428571428571433,0.2,Sony,bestbuy.com&newegg.com,6,97,0.8,2,5
2,0.75,0.6666666666666666,1.0,0.8,0.21428571428571433,0.2,Sony,bestbuy.com&newegg.com,6,97,0.8,2,5
3,0.75,1.0,1.0,1.0,0.27272727272727276,0.2,Sony,bestbuy.com&newegg.com,6,97,0.8,2,5
4,0.75,1.0,1.0,1.0,0.1875,0.13333333333333333,Sony,bestbuy.com&newegg.com,6,97,0.8,2,5
Average,Optimal,0.7666666666666666,1.0,0.8533333333333333,0.22304275912766483,0.2,Sony,bestbuy.com&newegg.com,6,97,0.8,2,5
0,0.75,0.6296296296296297,0.7083333333333334,0.6666666666666667,0.011087476394886378,0.011180124223602485,Sony,bestbuy.com&newegg.com,97,6,0.4,1,1351
1,0.75,0.625,0.625,0.625,0.009243283214197684,0.009937888198757764,Sony,bestbuy.com&newegg.com,97,6,0.4,1,1351
2,0.75,0.5925925925925926,0.6666666666666666,0.627450980392157,0.010429869988773407,0.011180124223602485,Sony,bestbuy.com&newegg.com,97,6,0.4,1,1351
3,0.75,0.6551724137931034,0.7307692307692307,0.6909090909090909,0.012338045232820841,0.012008281573498964,Sony,bestbuy.com&newegg.com,97,6,0.4,1,1351
4,0.75,0.75,0.7241379310344828,0.736842105263158,0.012714643704064988,0.011594202898550725,Sony,bestbuy.com&newegg.com,97,6,0.4,1,1351
Average,Optimal,0.6504789272030651,0.6909814323607427,0.6693737686462146,0.011162663706948659,0.011180124223602485,Sony,bestbuy.com&newegg.com,97,6,0.4,1,1351
0,0.75,0.6296296296296297,0.7083333333333334,0.6666666666666667,0.011087476394886378,0.011180124223602485,Sony,bestbuy.com&newegg.com,97,6,0.6,1,1044
1,0.75,0.625,0.625,0.625,0.009243283214197684,0.009937888198757764,Sony,bestbuy.com&newegg.com,97,6,0.6,1,1044
2,0.75,0.5925925925925926,0.6666666666666666,0.627450980392157,0.010429869988773407,0.011180124223602485,Sony,bestbuy.com&newegg.com,97,6,0.6,1,1044
3,0.75,0.6551724137931034,0.7307692307692307,0.6909090909090909,0.012338045232820841,0.012008281573498964,Sony,bestbuy.com&newegg.com,97,6,0.6,1,1044
4,0.75,0.75,0.7241379310344828,0.736842105263158,0.012714643704064988,0.011594202898550725,Sony,bestbuy.com&newegg.com,97,6,0.6,1,1044
Average,Optimal,0.6504789272030651,0.6909814323607427,0.6693737686462146,0.011162663706948659,0.011180124223602485,Sony,bestbuy.com&newegg.com,97,6,0.6,1,1044
0,0.75,0.5483870967741935,0.7391304347826086,0.6296296296296297,0.012717981817123589,0.013608428446005268,Sony,bestbuy.com&newegg.com,97,6,0.8,4,358
1,0.75,0.6086956521739131,0.6363636363636364,0.6222222222222223,0.009347667714051499,0.01009657594381036,Sony,bestbuy.com&newegg.com,97,6,0.8,4,358
2,0.75,0.5,0.64,0.5614035087719298,0.01168540693516729,0.014047410008779631,Sony,bestbuy.com&newegg.com,97,6,0.8,4,358
3,0.75,0.6129032258064516,0.76,0.6785714285714285,0.01371548608413129,0.013608428446005268,Sony,bestbuy.com&newegg.com,97,6,0.8,4,358
4,0.75,0.6551724137931034,0.76,0.7037037037037037,0.013317909486386746,0.012730465320456541,Sony,bestbuy.com&newegg.com,97,6,0.8,4,358
Average,Optimal,0.5850316777095322,0.707098814229249,0.6391060985797827,0.012156890407372084,0.012818261633011413,Sony,bestbuy.com&newegg.com,97,6,0.8,4,358
0,0.75,0.6296296296296297,0.7083333333333334,0.6666666666666667,0.011087476394886378,0.011180124223602485,Sony,bestbuy.com&newegg.com,194,3,0.4,1,1351
1,0.75,0.625,0.625,0.625,0.009243283214197684,0.009937888198757764,Sony,bestbuy.com&newegg.com,194,3,0.4,1,1351
2,0.75,0.5925925925925926,0.6666666666666666,0.627450980392157,0.010429869988773407,0.011180124223602485,Sony,bestbuy.com&newegg.com,194,3,0.4,1,1351
3,0.75,0.6551724137931034,0.7307692307692307,0.6909090909090909,0.012338045232820841,0.012008281573498964,Sony,bestbuy.com&newegg.com,194,3,0.4,1,1351
4,0.75,0.75,0.7241379310344828,0.736842105263158,0.012714643704064988,0.011594202898550725,Sony,bestbuy.com&newegg.com,194,3,0.4,1,1351
Average,Optimal,0.6504789272030651,0.6909814323607427,0.6693737686462146,0.011162663706948659,0.011180124223602485,Sony,bestbuy.com&newegg.com,194,3,0.4,1,1351
0,0.75,0.6296296296296297,0.7083333333333334,0.6666666666666667,0.011087476394886378,0.011180124223602485,Sony,bestbuy.com&newegg.com,194,3,0.6,1,1044
1,0.75,0.625,0.625,0.625,0.009243283214197684,0.009937888198757764,Sony,bestbuy.com&newegg.com,194,3,0.6,1,1044
2,0.75,0.5925925925925926,0.6666666666666666,0.627450980392157,0.010429869988773407,0.011180124223602485,Sony,bestbuy.com&newegg.com,194,3,0.6,1,1044
3,0.75,0.6551724137931034,0.7307692307692307,0.6909090909090909,0.012338045232820841,0.012008281573498964,Sony,bestbuy.com&newegg.com,194,3,0.6,1,1044
4,0.75,0.75,0.7241379310344828,0.736842105263158,0.012714643704064988,0.011594202898550725,Sony,bestbuy.com&newegg.com,194,3,0.6,1,1044
Average,Optimal,0.6504789272030651,0.6909814323607427,0.6693737686462146,0.011162663706948659,0.011180124223602485,Sony,bestbuy.com&newegg.com,194,3,0.6,1,1044
0,0.75,0.5483870967741935,0.7391304347826086,0.6296296296296297,0.012717981817123589,0.013608428446005268,Sony,bestbuy.com&newegg.com,194,3,0.8,4,358
1,0.75,0.6086956521739131,0.6363636363636364,0.6222222222222223,0.009347667714051499,0.01009657594381036,Sony,bestbuy.com&newegg.com,194,3,0.8,4,358
2,0.75,0.5,0.64,0.5614035087719298,0.01168540693516729,0.014047410008779631,Sony,bestbuy.com&newegg.com,194,3,0.8,4,358
3,0.75,0.6129032258064516,0.76,0.6785714285714285,0.01371548608413129,0.013608428446005268,Sony,bestbuy.com&newegg.com,194,3,0.8,4,358
4,0.75,0.6551724137931034,0.76,0.7037037037037037,0.013317909486386746,0.012730465320456541,Sony,bestbuy.com&newegg.com,194,3,0.8,4,358
Average,Optimal,0.5850316777095322,0.707098814229249,0.6391060985797827,0.012156890407372084,0.012818261633011413,Sony,bestbuy.com&newegg.com,194,3,0.8,4,358
0,0.75,0.6296296296296297,0.7083333333333334,0.6666666666666667,0.011087476394886378,0.011180124223602485,Sony,bestbuy.com&newegg.com,582,1,0.4,1,1351
1,0.75,0.625,0.625,0.625,0.009243283214197684,0.009937888198757764,Sony,bestbuy.com&newegg.com,582,1,0.4,1,1351
2,0.75,0.5925925925925926,0.6666666666666666,0.627450980392157,0.010429869988773407,0.011180124223602485,Sony,bestbuy.com&newegg.com,582,1,0.4,1,1351
3,0.75,0.6551724137931034,0.7307692307692307,0.6909090909090909,0.012338045232820841,0.012008281573498964,Sony,bestbuy.com&newegg.com,582,1,0.4,1,1351
4,0.75,0.75,0.7241379310344828,0.736842105263158,0.012714643704064988,0.011594202898550725,Sony,bestbuy.com&newegg.com,582,1,0.4,1,1351
Average,Optimal,0.6504789272030651,0.6909814323607427,0.6693737686462146,0.011162663706948659,0.011180124223602485,Sony,bestbuy.com&newegg.com,582,1,0.4,1,1351
0,0.75,0.6296296296296297,0.7083333333333334,0.6666666666666667,0.011087476394886378,0.011180124223602485,Sony,bestbuy.com&newegg.com,582,1,0.6,1,1044
1,0.75,0.625,0.625,0.625,0.009243283214197684,0.009937888198757764,Sony,bestbuy.com&newegg.com,582,1,0.6,1,1044
2,0.75,0.5925925925925926,0.6666666666666666,0.627450980392157,0.010429869988773407,0.011180124223602485,Sony,bestbuy.com&newegg.com,582,1,0.6,1,1044
3,0.75,0.6551724137931034,0.7307692307692307,0.6909090909090909,0.012338045232820841,0.012008281573498964,Sony,bestbuy.com&newegg.com,582,1,0.6,1,1044
4,0.75,0.75,0.7241379310344828,0.736842105263158,0.012714643704064988,0.011594202898550725,Sony,bestbuy.com&newegg.com,582,1,0.6,1,1044
Average,Optimal,0.6504789272030651,0.6909814323607427,0.6693737686462146,0.011162663706948659,0.011180124223602485,Sony,bestbuy.com&newegg.com,582,1,0.6,1,1044
0,0.75,0.5483870967741935,0.7391304347826086,0.6296296296296297,0.012717981817123589,0.013608428446005268,Sony,bestbuy.com&newegg.com,582,1,0.8,4,358
1,0.75,0.6086956521739131,0.6363636363636364,0.6222222222222223,0.009347667714051499,0.01009657594381036,Sony,bestbuy.com&newegg.com,582,1,0.8,4,358
2,0.75,0.5,0.64,0.5614035087719298,0.01168540693516729,0.014047410008779631,Sony,bestbuy.com&newegg.com,582,1,0.8,4,358
3,0.75,0.6129032258064516,0.76,0.6785714285714285,0.01371548608413129,0.013608428446005268,Sony,bestbuy.com&newegg.com,582,1,0.8,4,358
4,0.75,0.6551724137931034,0.76,0.7037037037037037,0.013317909486386746,0.012730465320456541,Sony,bestbuy.com&newegg.com,582,1,0.8,4,358
Average,Optimal,0.5850316777095322,0.707098814229249,0.6391060985797827,0.012156890407372084,0.012818261633011413,Sony,bestbuy.com&newegg.com,582,1,0.8,4,358
0,0.75,1.0,1.0,1.0,0.23076923076923078,0.16666666666666666,Sony,bestbuy.com&amazon.com,1,582,0.4,2,2
1,1.5,0.6666666666666666,1.0,0.8,0.46153846153846156,0.5,Sony,bestbuy.com&amazon.com,1,582,0.4,2,2
2,0.75,0.5,1.0,0.6666666666666666,0.27272727272727276,0.3333333333333333,Sony,bestbuy.com&amazon.com,1,582,0.4,2,2
3,0.75,1.0,1.0,1.0,0.23076923076923078,0.16666666666666666,Sony,bestbuy.com&amazon.com,1,582,0.4,2,2
4,0.75,1.0,1.0,1.0,0.42857142857142855,0.3333333333333333,Sony,bestbuy.com&amazon.com,1,582,0.4,2,2
Average,Optimal,0.8333333333333333,1.0,0.8933333333333333,0.3248751248751249,0.3,Sony,bestbuy.com&amazon.com,1,582,0.4,2,2
0,0.75,1.0,1.0,1.0,0.23076923076923078,0.16666666666666666,Sony,bestbuy.com&amazon.com,1,582,0.6,2,2
1,1.5,0.6666666666666666,1.0,0.8,0.46153846153846156,0.5,Sony,bestbuy.com&amazon.com,1,582,0.6,2,2
2,0.75,0.5,1.0,0.6666666666666666,0.27272727272727276,0.3333333333333333,Sony,bestbuy.com&amazon.com,1,582,0.6,2,2
3,0.75,1.0,1.0,1.0,0.23076923076923078,0.16666666666666666,Sony,bestbuy.com&amazon.com,1,582,0.6,2,2
4,0.75,1.0,1.0,1.0,0.42857142857142855,0.3333333333333333,Sony,bestbuy.com&amazon.com,1,582,0.6,2,2
Average,Optimal,0.8333333333333333,1.0,0.8933333333333333,0.3248751248751249,0.3,Sony,bestbuy.com&amazon.com,1,582,0.6,2,2
0,0.75,1.0,1.0,1.0,0.23076923076923078,0.16666666666666666,Sony,bestbuy.com&amazon.com,1,582,0.8,2,2
1,1.5,0.6666666666666666,1.0,0.8,0.46153846153846156,0.5,Sony,bestbuy.com&amazon.com,1,582,0.8,2,2
2,0.75,0.5,1.0,0.6666666666666666,0.27272727272727276,0.3333333333333333,Sony,bestbuy.com&amazon.com,1,582,0.8,2,2
3,0.75,1.0,1.0,1.0,0.23076923076923078,0.16666666666666666,Sony,bestbuy.com&amazon.com,1,582,0.8,2,2
4,0.75,1.0,1.0,1.0,0.42857142857142855,0.3333333333333333,Sony,bestbuy.com&amazon.com,1,582,0.8,2,2
Average,Optimal,0.8333333333333333,1.0,0.8933333333333333,0.3248751248751249,0.3,Sony,bestbuy.com&amazon.com,1,582,0.8,2,2
0,0.75,0.5,1.0,0.6666666666666666,0.08391608391608392,0.08888888888888889,Sony,bestbuy.com&amazon.com,6,97,0.4,4,7
1,1.0,0.8,1.0,0.888888888888889,0.13953488372093023,0.1111111111111111,Sony,bestbuy.com&amazon.com,6,97,0.4,4,7
2,0.75,0.5,1.0,0.6666666666666666,0.08391608391608392,0.08888888888888889,Sony,bestbuy.com&amazon.com,6,97,0.4,4,7
3,1.0,0.6,1.0,0.7499999999999999,0.11688311688311688,0.1111111111111111,Sony,bestbuy.com&amazon.com,6,97,0.4,4,7
4,1.0,0.6,1.0,0.7499999999999999,0.11688311688311688,0.1111111111111111,Sony,bestbuy.com&amazon.com,6,97,0.4,4,7
Average,Optimal,0.6,1.0,0.7444444444444445,0.10822665706386636,0.10222222222222221,Sony,bestbuy.com&amazon.com,6,97,0.4,4,7
0,0.75,0.5,1.0,0.6666666666666666,0.08391608391608392,0.08888888888888889,Sony,bestbuy.com&amazon.com,6,97,0.6,4,7
1,1.0,0.8,1.0,0.888888888888889,0.13953488372093023,0.1111111111111111,Sony,bestbuy.com&amazon.com,6,97,0.6,4,7
2,0.75,0.5,1.0,0.6666666666666666,0.08391608391608392,0.08888888888888889,Sony,bestbuy.com&amazon.com,6,97,0.6,4,7
3,1.0,0.6,1.0,0.7499999999999999,0.11688311688311688,0.1111111111111111,Sony,bestbuy.com&amazon.com,6,97,0.6,4,7
4,1.0,0.6,1.0,0.7499999999999999,0.11688311688311688,0.1111111111111111,Sony,bestbuy.com&amazon.com,6,97,0.6,4,7
Average,Optimal,0.6,1.0,0.7444444444444445,0.10822665706386636,0.10222222222222221,Sony,bestbuy.com&amazon.com,6,97,0.6,4,7
0,0.75,0.5,1.0,0.6666666666666666,0.08391608391608392,0.08888888888888889,Sony,bestbuy.com&amazon.com,6,97,0.8,4,7
1,1.0,0.8,1.0,0.888888888888889,0.13953488372093023,0.1111111111111111,Sony,bestbuy.com&amazon.com,6,97,0.8,4,7
2,0.75,0.5,1.0,0.6666666666666666,0.08391608391608392,0.08888888888888889,Sony,bestbuy.com&amazon.com,6,97,0.8,4,7
3,1.0,0.6,1.0,0.7499999999999999,0.11688311688311688,0.1111111111111111,Sony,bestbuy.com&amazon.com,6,97,0.8,4,7
4,1.0,0.6,1.0,0.7499999999999999,0.11688311688311688,0.1111111111111111,Sony,bestbuy.com&amazon.com,6,97,0.8,4,7
Average,Optimal,0.6,1.0,0.7444444444444445,0.10822665706386636,0.10222222222222221,Sony,bestbuy.com&amazon.com,6,97,0.8,4,7
0,0.75,0.7,0.7,0.7,0.013041163946061037,0.012531328320802004,Sony,bestbuy.com&amazon.com,97,6,0.4,1,936
1,0.75,0.782608695652174,0.75,0.7659574468085107,0.016403113333802916,0.014411027568922305,Sony,bestbuy.com&amazon.com,97,6,0.4,1,936
2,0.75,0.5,0.7777777777777778,0.6086956521739131,0.01580135440180587,0.017543859649122806,Sony,bestbuy.com&amazon.com,97,6,0.4,1,936
3,0.75,0.6521739130434783,0.7894736842105263,0.7142857142857143,0.0152875687694418,0.014411027568922305,Sony,bestbuy.com&amazon.com,97,6,0.4,1,936
4,0.75,0.8125,0.6842105263157895,0.742857142857143,0.011096459310246717,0.010025062656641603,Sony,bestbuy.com&amazon.com,97,6,0.4,1,936
Average,Optimal,0.6894565217391305,0.7402923976608188,0.7063591912250562,0.01432593195227167,0.013784461152882205,Sony,bestbuy.com&amazon.com,97,6,0.4,1,936
0,0.75,0.7,0.7,0.7,0.013041163946061037,0.012531328320802004,Sony,bestbuy.com&amazon.com,97,6,0.6,1,770
1,0.75,0.782608695652174,0.75,0.7659574468085107,0.016403113333802916,0.014411027568922305,Sony,bestbuy.com&amazon.com,97,6,0.6,1,770
2,0.75,0.5,0.7777777777777778,0.6086956521739131,0.01580135440180587,0.017543859649122806,Sony,bestbuy.com&amazon.com,97,6,0.6,1,770
3,0.75,0.6521739130434783,0.7894736842105263,0.7142857142857143,0.0152875687694418,0.014411027568922305,Sony,bestbuy.com&amazon.com,97,6,0.6,1,770
4,0.75,0.8125,0.6842105263157895,0.742857142857143,0.011096459310246717,0.010025062656641603,Sony,bestbuy.com&amazon.com,97,6,0.6,1,770
Average,Optimal,0.6894565217391305,0.7402923976608188,0.7063591912250562,0.01432593195227167,0.013784461152882205,Sony,bestbuy.com&amazon.com,97,6,0.6,1,770
0,0.75,0.5,0.75,0.6,0.014359792580773831,0.01616161616161616,Sony,bestbuy.com&amazon.com,97,6,0.8,4,406
1,0.75,0.6296296296296297,0.8947368421052632,0.7391304347826088,0.019920501803644047,0.01818181818181818,Sony,bestbuy.com&amazon.com,97,6,0.8,4,406
2,0.75,0.5909090909090909,0.6190476190476191,0.6046511627906977,0.01327416251030908,0.014814814814814815,Sony,bestbuy.com&amazon.com,97,6,0.8,4,406
3,0.75,0.6363636363636364,1.0,0.7777777777777778,0.017128874388254486,0.014814814814814815,Sony,bestbuy.com&amazon.com,97,6,0.8,4,406
4,0.75,0.5909090909090909,0.6842105263157895,0.6341463414634148,0.013930293580250306,0.014814814814814815,Sony,bestbuy.com&amazon.com,97,6,0.8,4,406
Average,Optimal,0.5895622895622895,0.7895989974937343,0.6711411433628998,0.01572272497264635,0.01575757575757576,Sony,bestbuy.com&amazon.com,97,6,0.8,4,406
0,0.75,0.7,0.7,0.7,0.013041163946061037,0.012531328320802004,Sony,bestbuy.com&amazon.com,194,3,0.4,1,936
1,0.75,0.782608695652174,0.75,0.7659574468085107,0.016403113333802916,0.014411027568922305,Sony,bestbuy.com&amazon.com,194,3,0.4,1,936
